Year,Date,Time,Round,Stadium,City,Country,HomeTeam,HomeGoals,AwayGoals,AwayTeam,Observation,home_team_goals,away_team_goals,total_goals_per_country,unique_countries,final_country_name,final_times_reached,knockouts_Country,knockouts_count_per_country,wining_Team,Win_Count
1930,13-Jul-30, 15:00 ,Group 1,Pocitos,Montevideo ,Uruguay,France,4,1,Mexico, ,68,36,225.0,Brazil,Argentina,6.0,Brazil,38.0,Tie,190.0
1930,13-Jul-30, 15:00 ,Group 4,Parque Central,Montevideo ,Uruguay,USA,3,0,Belgium, ,19,27,133.0,Argentina,Brazil,6.0,Argentina,27.0,Brazil,71.0
1930,14-Jul-30, 12:45 ,Group 2,Parque Central,Montevideo ,Uruguay,Yugoslavia,2,1,Brazil, ,42,45,131.0,Germany FR,Germany FR,6.0,Italy,27.0,Italy,45.0
1930,14-Jul-30, 14:50 ,Group 3,Pocitos,Montevideo ,Uruguay,Romania,3,1,Peru, ,15,6,128.0,Italy,Italy,6.0,Germany,24.0,Argentina,44.0
1930,15-Jul-30, 16:00 ,Group 1,Parque Central,Montevideo ,Uruguay,Argentina,1,0,France, ,111,40,108.0,France,Germany,3.0,Germany FR,22.0,Germany FR,36.0
1930,16-Jul-30, 14:45 ,Group 1,Parque Central,Montevideo ,Uruguay,Chile,3,0,Mexico, ,25,36,104.0,Germany,Netherlands,3.0,Netherlands,19.0,Germany,34.0
1930,17-Jul-30, 12:45 ,Group 2,Parque Central,Montevideo ,Uruguay,Yugoslavia,4,0,Bolivia, ,42,0,92.0,Spain,Czechoslovakia,2.0,France,19.0,France,29.0
1930,17-Jul-30, 14:45 ,Group 4,Parque Central,Montevideo ,Uruguay,USA,3,0,Paraguay, ,19,16,91.0,Netherlands,France,2.0,England,17.0,Spain,29.0
1930,18-Jul-30, 14:30 ,Group 3,Estadio Centenario,Montevideo ,Uruguay,Uruguay,1,0,Peru, ,62,6,87.0,Hungary,Hungary,2.0,Uruguay,14.0,Netherlands,29.0
1930,19-Jul-30, 12:50 ,Group 1,Estadio Centenario,Montevideo ,Uruguay,Chile,1,0,France, ,25,40,80.0,Uruguay,England,1.0,Spain,14.0,England,26.0
1930,19-Jul-30, 15:00 ,Group 1,Estadio Centenario,Montevideo ,Uruguay,Argentina,6,3,Mexico, ,111,36,79.0,England,Spain,1.0,Sweden,11.0,Uruguay,20.0
1930,20-Jul-30, 13:00 ,Group 2,Estadio Centenario,Montevideo ,Uruguay,Brazil,4,0,Bolivia, ,180,0,74.0,Sweden,Sweden,1.0,Mexico,10.0,Sweden,16.0
1930,20-Jul-30, 15:00 ,Group 4,Estadio Centenario,Montevideo ,Uruguay,Paraguay,1,0,Belgium, ,14,27,60.0,Yugoslavia,Uruguay,1.0,Czechoslovakia,10.0,Yugoslavia,16.0
1930,21-Jul-30, 14:50 ,Group 3,Estadio Centenario,Montevideo ,Uruguay,Uruguay,4,0,Romania, ,62,15,58.0,Mexico,,,Belgium,10.0,Hungary,15.0
1930,22-Jul-30, 14:45 ,Group 1,Estadio Centenario,Montevideo ,Uruguay,Argentina,3,1,Chile, ,111,16,54.0,Belgium,,,Hungary,9.0,Belgium,15.0
1930,26-Jul-30, 14:45 ,Semi-finals,Estadio Centenario,Montevideo ,Uruguay,Argentina,6,1,USA, ,111,19,53.0,Soviet Union,,,Yugoslavia,8.0,Soviet Union,15.0
1930,27-Jul-30, 14:45 ,Semi-finals,Estadio Centenario,Montevideo ,Uruguay,Uruguay,6,1,Yugoslavia, ,62,18,45.0,Switzerland,,,Switzerland,7.0,Poland,15.0
1930,30-Jul-30, 14:15 ,Final,Estadio Centenario,Montevideo ,Uruguay,Uruguay,4,2,Argentina, ,62,22,44.0,Poland,,,USA,7.0,Mexico,14.0
1934,27-May-34, 16:30 ,Preliminary round,Stadio Benito Mussolini,Turin ,Italy,Austria,3,2,France,Austria win after extra time ,31,40,44.0,Czechoslovakia,,,Soviet Union,6.0,Portugal,13.0
1934,27-May-34, 16:30 ,Preliminary round,Giorgio Ascarelli,Naples ,Italy,Hungary,4,2,Egypt, ,73,3,43.0,Portugal,,,Chile,6.0,Austria,12.0
1934,27-May-34, 16:30 ,Preliminary round,San Siro,Milan ,Italy,Switzerland,3,2,Netherlands, ,22,40,43.0,Austria,,,Portugal,6.0,Czechoslovakia,11.0
1934,27-May-34, 16:30 ,Preliminary round,Littorale,Bologna ,Italy,Sweden,3,2,Argentina, ,53,22,41.0,Chile,,,Costa Rica,5.0,Chile,11.0
1934,27-May-34, 16:30 ,Preliminary round,Giovanni Berta,Florence ,Italy,Germany,5,2,Belgium, ,69,27,38.0,USA,,,Colombia,5.0,Switzerland,11.0
1934,27-May-34, 16:30 ,Preliminary round,Luigi Ferraris,Genoa ,Italy,Spain,3,1,Brazil, ,50,45,31.0,Korea Republic,,,Paraguay,5.0,Romania,8.0
1934,27-May-34, 16:30 ,Preliminary round,Nazionale PNF,Rome ,Italy,Italy,7,1,USA, ,99,19,30.0,Paraguay,,,Romania,4.0,Denmark,8.0
1934,27-May-34, 16:30 ,Preliminary round,Littorio,Trieste ,Italy,Czechoslovakia,2,1,Romania, ,27,15,30.0,Romania,,,Republic of Ireland,4.0,Colombia,8.0
1934,31-May-34, 16:30 ,Quarter-finals,Stadio Benito Mussolini,Turin ,Italy,Czechoslovakia,3,2,Switzerland, ,27,23,29.0,Colombia,,,Nigeria,4.0,USA,8.0
1934,31-May-34, 16:30 ,Quarter-finals,San Siro,Milan ,Italy,Germany,2,1,Sweden, ,69,21,27.0,Denmark,,,Korea Republic,4.0,Croatia,7.0
1934,31-May-34, 16:30 ,Quarter-finals,Giovanni Berta,Florence ,Italy,Italy,1,1,Spain, ,99,42,25.0,Scotland,,,Denmark,4.0,Paraguay,7.0
1934,31-May-34, 16:30 ,Quarter-finals,Littorale,Bologna ,Italy,Austria,2,1,Hungary, ,31,14,22.0,Bulgaria,,,Austria,4.0,Turkey,5.0
1934,01-Jun-34, 16:30 ,Quarter-finals,Giovanni Berta,Florence ,Italy,Italy,1,0,Spain, ,99,42,21.0,Croatia,,,Bulgaria,4.0,Korea Republic,5.0
1934,03-Jun-34, 16:30 ,Semi-finals,San Siro,Milan ,Italy,Italy,1,0,Austria, ,99,12,20.0,Turkey,,,Turkey,3.0,Nigeria,5.0
1934,03-Jun-34, 16:30 ,Semi-finals,Nazionale PNF,Rome ,Italy,Czechoslovakia,3,1,Germany, ,27,35,20.0,Nigeria,,,Croatia,3.0,Costa Rica,5.0
1934,07-Jun-34, 18:00 ,Match for third place,Giorgio Ascarelli,Naples ,Italy,Germany,3,2,Austria, ,69,12,19.0,Peru,,,Ghana,3.0,Cameroon,4.0
1934,10-Jun-34, 17:30 ,Final,Nazionale PNF,Rome ,Italy,Italy,2,1,Czechoslovakia,Italy win after extra time ,99,17,18.0,Costa Rica,,,Senegal,2.0,Japan,4.0
1938,04-Jun-38, 17:00 ,First round,Parc des Princes,Paris ,France,Switzerland,1,1,Germany, ,22,35,18.0,Cameroon,,,Ukraine,2.0,Ecuador,4.0
1938,05-Jun-38, 17:00 ,First round,Velodrome Municipale,Reims ,France,Hungary,6,0,Dutch East Indies, ,73,0,14.0,Japan,,,Cameroon,2.0,Peru,4.0
1938,05-Jun-38, 17:00 ,First round,Stade Olympique,Colombes ,France,France,3,1,Belgium, ,68,27,14.0,Algeria,,,Algeria,2.0,Scotland,4.0
1938,05-Jun-38, 17:00 ,First round,Stade Municipal,Toulouse ,France,Cuba,3,3,Romania, ,5,15,13.0,Cï¿½te d'Ivoire,,,Poland,2.0,Ghana,4.0
1938,05-Jun-38, 17:00 ,First round,Stade Vï¿½lodrome,Marseilles ,France,Italy,2,1,Norway,Italy win after extra time ,99,6,13.0,Northern Ireland,,,Greece,2.0,Algeria,3.0
1938,05-Jun-38, 17:30 ,First round,Stade de la Meinau,Strasbourg ,France,Brazil,6,5,Poland,Brazil win after extra time ,180,17,13.0,Russia,,,Japan,2.0,Northern Ireland,3.0
1938,05-Jun-38, 18:30 ,First round,Cavee Verte,Le Havre ,France,Czechoslovakia,3,0,Netherlands,Czechoslovakia win after extra time ,27,40,13.0,Ghana,,,Ecuador,1.0,Cï¿½te d'Ivoire,3.0
1938,09-Jun-38, 18:00 ,First round,Stade Municipal,Toulouse ,France,Cuba,2,1,Romania, ,5,15,12.0,Morocco,,,Saudi Arabia,1.0,Bulgaria,3.0
1938,09-Jun-38, 18:00 ,First round,Parc des Princes,Paris ,France,Switzerland,4,2,Germany, ,22,35,11.0,South Africa,,,Korea DPR,1.0,Greece,2.0
1938,12-Jun-38, 17:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,France,Brazil,1,1,Czechoslovakia, ,180,17,11.0,Australia,,,Slovakia,1.0,Ukraine,2.0
1938,12-Jun-38, 17:00 ,Quarter-finals,Victor Boucquey,Lille ,France,Hungary,2,0,Switzerland, ,73,23,10.0,Ecuador,,,Cuba,1.0,Australia,2.0
1938,12-Jun-38, 17:00 ,Quarter-finals,Fort Carree,Antibes ,France,Sweden,8,0,Cuba, ,53,0,10.0,Republic of Ireland,,,Peru,1.0,South Africa,2.0
1938,12-Jun-38, 17:00 ,Quarter-finals,Stade Olympique,Colombes ,France,Italy,3,1,France, ,99,40,9.0,Saudi Arabia,,,Norway,1.0,Senegal,2.0
1938,14-Jun-38, 18:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,France,Brazil,2,1,Czechoslovakia, ,180,17,8.0,Tunisia,,,Northern Ireland,1.0,Morocco,2.0
1938,16-Jun-38, 18:00 ,Semi-finals,Parc des Princes,Paris ,France,Hungary,5,1,Sweden, ,73,21,7.0,Senegal,,,Australia,1.0,Russia,2.0
1938,16-Jun-38, 18:00 ,Semi-finals,Stade Vï¿½lodrome,Marseilles ,France,Italy,2,1,Brazil, ,99,45,7.0,Norway,,,Wales,1.0,Saudi Arabia,2.0
1938,19-Jun-38, 17:00 ,Match for third place,Stade du Parc Lescure,Bordeaux ,France,Brazil,4,2,Sweden, ,180,21,6.0,Korea DPR,,,Morocco,1.0,Norway,2.0
1938,19-Jun-38, 17:00 ,Final,Stade Olympique,Colombes ,France,Italy,4,2,Hungary, ,99,14,6.0,Greece,,,,,Republic of Ireland,2.0
1950,24-Jun-50, 15:00 ,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,4,0,Mexico, ,180,36,5.0,Slovenia,,,,,German DR,2.0
1950,25-Jun-50, 15:00 ,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,England,2,0,Chile, ,54,16,5.0,Ukraine,,,,,Jamaica,1.0
1950,25-Jun-50, 15:00 ,Group 2,Durival de Brito,Curitiba ,Brazil,Spain,3,1,USA, ,50,19,5.0,Cuba,,,,,Iran,1.0
1950,25-Jun-50, 15:00 ,Group 3,Pacaembu,Sao Paulo ,Brazil,Sweden,3,2,Italy, ,53,29,5.0,Slovakia,,,,,Tunisia,1.0
1950,25-Jun-50, 15:00 ,Group 1,Independencia,Belo Horizonte ,Brazil,Yugoslavia,3,0,Switzerland, ,42,23,5.0,German DR,,,,,Czech Republic,1.0
1950,28-Jun-50, 15:00 ,Group 1,Pacaembu,Sao Paulo ,Brazil,Brazil,2,2,Switzerland, ,180,23,5.0,Iran,,,,,Korea DPR,1.0
1950,28-Jun-50, 15:00 ,Group 1,Eucaliptos,Porto Alegre ,Brazil,Yugoslavia,4,1,Mexico, ,42,36,4.0,Wales,,,,,Wales,1.0
1950,29-Jun-50, 15:00 ,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,2,0,Chile, ,50,16,4.0,Bosnia and Herzegovina,,,,,Slovenia,1.0
1950,29-Jun-50, 15:30 ,Group 3,Durival de Brito,Curitiba ,Brazil,Sweden,2,2,Paraguay, ,53,16,4.0,New Zealand,,,,,Cuba,1.0
1950,29-Jun-50, 15:00 ,Group 2,Independencia,Belo Horizonte ,Brazil,USA,1,0,England, ,19,25,3.0,Jamaica,,,,,Serbia,1.0
1950,01-Jul-50, 15:00 ,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,2,0,Yugoslavia, ,180,18,3.0,Honduras,,,,,Slovakia,1.0
1950,02-Jul-50, 15:00 ,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,1,0,England, ,50,25,3.0,Egypt,,,,,Bosnia and Herzegovina,1.0
1950,02-Jul-50, 15:00 ,Group 3,Pacaembu,Sao Paulo ,Brazil,Italy,2,0,Paraguay, ,99,16,3.0,Czech Republic,,,,,,
1950,02-Jul-50, 15:00 ,Group 4,Independencia,Belo Horizonte ,Brazil,Uruguay,8,0,Bolivia, ,62,0,2.0,Serbia,,,,,,
1950,02-Jul-50, 15:40 ,Group 1,Eucaliptos,Porto Alegre ,Brazil,Switzerland,2,1,Mexico, ,22,36,2.0,Kuwait,,,,,,
1950,02-Jul-50, 15:00 ,Group 2,Ilha do Retiro,Recife ,Brazil,Chile,5,2,USA, ,25,19,2.0,IR Iran,,,,,,
1950,09-Jul-50, 15:00 ,Group 6,Pacaembu,Sao Paulo ,Brazil,Uruguay,2,2,Spain, ,62,42,2.0,Haiti,,,,,,
1950,09-Jul-50, 15:00 ,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,7,1,Sweden, ,180,21,2.0,Serbia and Montenegro,,,,,,
1950,13-Jul-50, 15:00 ,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,6,1,Spain, ,180,42,2.0,United Arab Emirates,,,,,,
1950,13-Jul-50, 15:00 ,Group 6,Pacaembu,Sao Paulo ,Brazil,Uruguay,3,2,Sweden, ,62,21,1.0,Angola,,,,,,
1950,16-Jul-50, 15:00 ,Group 6,Pacaembu,Sao Paulo ,Brazil,Sweden,3,1,Spain, ,53,42,1.0,Israel,,,,,,
1950,16-Jul-50, 15:00 ,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Uruguay,2,1,Brazil, ,62,45,1.0,Iraq,,,,,,
1954,16-Jun-54, 18:00 ,Group 3,Wankdorf Stadium,Berne ,Switzerland,Uruguay,2,0,Czechoslovakia, ,62,17,1.0,Togo,,,,,,
1954,16-Jun-54, 18:00 ,Group 3,Hardturm,Zurich ,Switzerland,Austria,1,0,Scotland, ,31,14,1.0,El Salvador,,,,,,
1954,16-Jun-54, 18:00 ,Group 1,Charmilles,Geneva ,Switzerland,Brazil,5,0,Mexico, ,180,36,1.0,Bolivia,,,,,,
1954,16-Jun-54, 18:00 ,Group 1,La Pontaise,Lausanne ,Switzerland,Yugoslavia,1,0,France, ,42,40,0.0,Canada,,,,,,
1954,17-Jun-54, 18:00 ,Group 2,Wankdorf Stadium,Berne ,Switzerland,Germany FR,4,1,Turkey, ,99,10,0.0,Trinidad and Tobago,,,,,,
1954,17-Jun-54, 18:00 ,Group 2,Hardturm,Zurich ,Switzerland,Hungary,9,0,Korea Republic, ,73,13,0.0,China PR,,,,,,
1954,17-Jun-54, 18:10 ,Group 4,St. Jakob,Basel ,Switzerland,England,4,4,Belgium, ,54,27,0.0,Dutch East Indies,,,,,,
1954,17-Jun-54, 17:50 ,Group 4,La Pontaise,Lausanne ,Switzerland,Switzerland,2,1,Italy, ,22,29,0.0,Zaire,,,,,,
1954,19-Jun-54, 16:50 ,Group 3,St. Jakob,Basel ,Switzerland,Uruguay,7,0,Scotland, ,62,14,,,,,,,,
1954,19-Jun-54, 17:00 ,Group 3,Hardturm,Zurich ,Switzerland,Austria,5,0,Czechoslovakia, ,31,17,,,,,,,,
1954,19-Jun-54, 17:10 ,Group 1,Charmilles,Geneva ,Switzerland,France,3,2,Mexico, ,68,36,,,,,,,,
1954,19-Jun-54, 17:00 ,Group 1,La Pontaise,Lausanne ,Switzerland,Brazil,1,1,Yugoslavia, ,180,18,,,,,,,,
1954,20-Jun-54, 16:50 ,Group 2,St. Jakob,Basel ,Switzerland,Hungary,8,3,Germany FR, ,73,32,,,,,,,,
1954,20-Jun-54, 17:00 ,Group 2,Charmilles,Geneva ,Switzerland,Turkey,7,0,Korea Republic, ,10,13,,,,,,,,
1954,20-Jun-54, 17:10 ,Group 4,Wankdorf Stadium,Berne ,Switzerland,England,2,0,Switzerland, ,54,23,,,,,,,,
1954,20-Jun-54, 17:00 ,Group 4,Comunale di Cornaredo,Lugano ,Switzerland,Italy,4,1,Belgium, ,99,27,,,,,,,,
1954,23-Jun-54, 18:00 ,Group 2,Hardturm,Zurich ,Switzerland,Germany FR,7,2,Turkey, ,99,10,,,,,,,,
1954,23-Jun-54, 18:00 ,Group 4,St. Jakob,Basel ,Switzerland,Switzerland,4,1,Italy, ,22,29,,,,,,,,
1954,26-Jun-54, 17:00 ,Quarter-finals,St. Jakob,Basel ,Switzerland,Uruguay,4,2,England, ,62,25,,,,,,,,
1954,26-Jun-54, 17:00 ,Quarter-finals,La Pontaise,Lausanne ,Switzerland,Austria,7,5,Switzerland, ,31,23,,,,,,,,
1954,27-Jun-54, 17:00 ,Quarter-finals,Charmilles,Geneva ,Switzerland,Germany FR,2,0,Yugoslavia, ,99,18,,,,,,,,
1954,27-Jun-54, 17:00 ,Quarter-finals,Wankdorf Stadium,Berne ,Switzerland,Hungary,4,2,Brazil, ,73,45,,,,,,,,
1954,30-Jun-54, 18:00 ,Semi-finals,St. Jakob,Basel ,Switzerland,Germany FR,6,1,Austria, ,99,12,,,,,,,,
1954,30-Jun-54, 18:00 ,Semi-finals,La Pontaise,Lausanne ,Switzerland,Hungary,4,2,Uruguay,Hungary win after extra time ,73,18,,,,,,,,
1954,03-Jul-54, 17:00 ,Match for third place,Hardturm,Zurich ,Switzerland,Austria,3,1,Uruguay, ,31,18,,,,,,,,
1954,04-Jul-54, 17:00 ,Final,Wankdorf Stadium,Berne ,Switzerland,Germany FR,3,2,Hungary, ,99,14,,,,,,,,
1958,08-Jun-58, 14:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Sweden,3,0,Mexico, ,53,36,,,,,,,,
1958,08-Jun-58, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Soviet Union,2,2,England, ,43,25,,,,,,,,
1958,08-Jun-58, 19:00 ,Group 1,Malmo Stadion,Malmï¿½ ,Sweden,Argentina,1,3,Germany FR, ,111,32,,,,,,,,
1958,08-Jun-58, 19:00 ,Group 3,Jarnvallen,Sandviken ,Sweden,Hungary,1,1,Wales, ,73,2,,,,,,,,
1958,08-Jun-58, 19:00 ,Group 2,Idrottsparken,Norrkï¿½Ping ,Sweden,France,7,3,Paraguay, ,68,16,,,,,,,,
1958,08-Jun-58, 19:00 ,Group 2,Arosvallen,Vasteras ,Sweden,Yugoslavia,1,1,Scotland, ,42,14,,,,,,,,
1958,08-Jun-58, 19:00 ,Group 4,Rimnersvallen,Udevalla ,Sweden,Brazil,3,0,Austria, ,180,12,,,,,,,,
1958,08-Jun-58, 19:00 ,Group 1,Orjans Vall,Halmstad ,Sweden,Northern Ireland,1,0,Czechoslovakia, ,5,17,,,,,,,,
1958,11-Jun-58, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Brazil,0,0,England, ,180,25,,,,,,,,
1958,11-Jun-58, 19:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Mexico,1,1,Wales, ,22,2,,,,,,,,
1958,11-Jun-58, 19:00 ,Group 2,Idrottsparken,Norrkï¿½Ping ,Sweden,Paraguay,3,2,Scotland, ,14,14,,,,,,,,
1958,11-Jun-58, 19:00 ,Group 2,Arosvallen,Vasteras ,Sweden,Yugoslavia,3,2,France, ,42,40,,,,,,,,
1958,11-Jun-58, 19:00 ,Group 4,Ryavallen,Boras ,Sweden,Soviet Union,2,0,Austria, ,43,12,,,,,,,,
1958,11-Jun-58, 19:00 ,Group 1,Olympia Stadium,Helsingborg ,Sweden,Germany FR,2,2,Czechoslovakia, ,99,17,,,,,,,,
1958,11-Jun-58, 19:00 ,Group 1,Orjans Vall,Halmstad ,Sweden,Argentina,3,1,Northern Ireland, ,111,8,,,,,,,,
1958,12-Jun-58, 19:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Sweden,2,1,Hungary, ,53,14,,,,,,,,
1958,15-Jun-58, 14:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Sweden,0,0,Wales, ,53,2,,,,,,,,
1958,15-Jun-58, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Brazil,2,0,Soviet Union, ,180,10,,,,,,,,
1958,15-Jun-58, 19:00 ,Group 1,Malmo Stadion,Malmï¿½ ,Sweden,Germany FR,2,2,Northern Ireland, ,99,8,,,,,,,,
1958,15-Jun-58, 19:00 ,Group 3,Jarnvallen,Sandviken ,Sweden,Hungary,4,0,Mexico, ,73,36,,,,,,,,
1958,15-Jun-58, 19:00 ,Group 2,Tunavallen,Eskilstuna ,Sweden,Paraguay,3,3,Yugoslavia, ,14,18,,,,,,,,
1958,15-Jun-58, 19:00 ,Group 2,Eyravallen,Orebro ,Sweden,France,2,1,Scotland, ,68,14,,,,,,,,
1958,15-Jun-58, 19:00 ,Group 4,Ryavallen,Boras ,Sweden,England,2,2,Austria, ,54,12,,,,,,,,
1958,15-Jun-58, 19:00 ,Group 1,Olympia Stadium,Helsingborg ,Sweden,Czechoslovakia,6,1,Argentina, ,27,22,,,,,,,,
1958,17-Jun-58, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Soviet Union,1,0,England, ,43,25,,,,,,,,
1958,17-Jun-58, 19:00 ,Group 1,Malmo Stadion,Malmï¿½ ,Sweden,Northern Ireland,2,1,Czechoslovakia,Northern Ireland win after extra time ,5,17,,,,,,,,
1958,17-Jun-58, 19:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Wales,2,1,Hungary, ,2,14,,,,,,,,
1958,19-Jun-58, 19:00 ,Quarter-finals,Nya Ullevi,Gothenburg ,Sweden,Brazil,1,0,Wales, ,180,2,,,,,,,,
1958,19-Jun-58, 19:00 ,Quarter-finals,Malmo Stadion,Malmï¿½ ,Sweden,Germany FR,1,0,Yugoslavia, ,99,18,,,,,,,,
1958,19-Jun-58, 19:00 ,Quarter-finals,Rasunda Stadium,Solna ,Sweden,Sweden,2,0,Soviet Union, ,53,10,,,,,,,,
1958,19-Jun-58, 19:00 ,Quarter-finals,Idrottsparken,Norrkï¿½Ping ,Sweden,France,4,0,Northern Ireland, ,68,8,,,,,,,,
1958,24-Jun-58, 19:00 ,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,Sweden,3,1,Germany FR, ,53,32,,,,,,,,
1958,24-Jun-58, 19:00 ,Semi-finals,Rasunda Stadium,Solna ,Sweden,Brazil,5,2,France, ,180,40,,,,,,,,
1958,28-Jun-58, 17:00 ,Match for third place,Nya Ullevi,Gothenburg ,Sweden,France,6,3,Germany FR, ,68,32,,,,,,,,
1958,29-Jun-58, 15:00 ,Final,Rasunda Stadium,Solna ,Sweden,Brazil,5,2,Sweden, ,180,21,,,,,,,,
1962,30-May-62, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Uruguay,2,1,Colombia, ,62,18,,,,,,,,
1962,30-May-62, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,2,0,Mexico, ,180,36,,,,,,,,
1962,30-May-62, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Argentina,1,0,Bulgaria, ,111,11,,,,,,,,
1962,30-May-62, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Chile,3,1,Switzerland, ,25,23,,,,,,,,
1962,31-May-62, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Soviet Union,2,0,Yugoslavia, ,43,18,,,,,,,,
1962,31-May-62, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,1,0,Spain, ,27,42,,,,,,,,
1962,31-May-62, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,2,1,England, ,73,25,,,,,,,,
1962,31-May-62, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Germany FR,0,0,Italy, ,99,29,,,,,,,,
1962,02-Jun-62, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Yugoslavia,3,1,Uruguay, ,42,18,,,,,,,,
1962,02-Jun-62, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,0,0,Czechoslovakia, ,180,17,,,,,,,,
1962,02-Jun-62, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,England,3,1,Argentina, ,54,22,,,,,,,,
1962,02-Jun-62, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Chile,2,0,Italy, ,25,29,,,,,,,,
1962,03-Jun-62, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Soviet Union,4,4,Colombia, ,43,18,,,,,,,,
1962,03-Jun-62, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Spain,1,0,Mexico, ,50,36,,,,,,,,
1962,03-Jun-62, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,6,1,Bulgaria, ,73,11,,,,,,,,
1962,03-Jun-62, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Germany FR,2,1,Switzerland, ,99,23,,,,,,,,
1962,06-Jun-62, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Soviet Union,2,1,Uruguay, ,43,18,,,,,,,,
1962,06-Jun-62, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,2,1,Spain, ,180,42,,,,,,,,
1962,06-Jun-62, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,0,0,Argentina, ,73,22,,,,,,,,
1962,06-Jun-62, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Germany FR,2,0,Chile, ,99,16,,,,,,,,
1962,07-Jun-62, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Yugoslavia,5,0,Colombia, ,42,18,,,,,,,,
1962,07-Jun-62, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Mexico,3,1,Czechoslovakia, ,22,17,,,,,,,,
1962,07-Jun-62, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,England,0,0,Bulgaria, ,54,11,,,,,,,,
1962,07-Jun-62, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Italy,3,0,Switzerland, ,99,23,,,,,,,,
1962,10-Jun-62, 14:30 ,Quarter-finals,Carlos Dittborn,Arica ,Chile,Chile,2,1,Soviet Union, ,25,10,,,,,,,,
1962,10-Jun-62, 14:30 ,Quarter-finals,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,3,1,England, ,180,25,,,,,,,,
1962,10-Jun-62, 14:30 ,Quarter-finals,Estadio El Teniente-Codelco,Rancagua ,Chile,Czechoslovakia,1,0,Hungary, ,27,14,,,,,,,,
1962,10-Jun-62, 14:30 ,Quarter-finals,Nacional,Santiago De Chile ,Chile,Yugoslavia,1,0,Germany FR, ,42,32,,,,,,,,
1962,13-Jun-62, 14:30 ,Semi-finals,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,3,1,Yugoslavia, ,27,18,,,,,,,,
1962,13-Jun-62, 14:30 ,Semi-finals,Nacional,Santiago De Chile ,Chile,Brazil,4,2,Chile, ,180,16,,,,,,,,
